t_trial_s,face_detected,pose_detected,avg_ar,l_wrist_hip,r_wrist_hip,mid_shoulder_x,l_ankle_x,r_ankle_x,l_foot_y,r_foot_y,l_hip_angle,r_hip_angle,raw_EYES_OPEN,raw_HANDS_OFF_HIPS,raw_STUMBLE_SWAY,raw_HIP_ABDUCTION,raw_FOOT_LIFT
4.213,False,True,0.0,0.0747,0.066,0.5616,0.5325,0.4714,0.7919,0.7933,139.51,143.51,False,False,False,True,False
4.246,False,True,0.0,0.0749,0.0665,0.5605,0.5316,0.4708,0.7919,0.7933,139.99,144.37,False,False,False,True,False
4.28,False,True,0.0,0.0757,0.0675,0.5584,0.5315,0.4718,0.7919,0.7933,140.23,145.1,False,False,False,True,False
4.313,False,True,0.0,0.0759,0.0685,0.5559,0.5312,0.4722,0.7921,0.7933,141.03,146.27,False,False,False,True,False
4.347,False,True,0.0,0.0757,0.0694,0.5533,0.5312,0.472,0.7924,0.7935,140.39,147.22,False,False,False,True,False
4.38,False,True,0.0,0.0755,0.0701,0.552,0.5311,0.4721,0.7924,0.7931,139.74,148.15,False,False,False,True,False
4.413,False,True,0.0,0.0766,0.0706,0.5492,0.5293,0.4715,0.7924,0.7931,140.59,149.57,False,False,False,True,False
4.447,False,True,0.0,0.0774,0.071,0.5465,0.5286,0.4698,0.7924,0.7931,140.94,151.5,False,False,False,True,False
4.48,False,True,0.0,0.0783,0.0714,0.5432,0.5285,0.4686,0.7924,0.7928,141.31,153.3,False,False,False,True,False
4.514,False,True,0.0,0.0792,0.072,0.5394,0.528,0.4687,0.7927,0.7939,142.65,154.15,False,False,False,True,False
4.547,False,True,0.0,0.0808,0.0742,0.5359,0.5282,0.4682,0.7935,0.7933,143.87,156.32,False,False,False,True,False
4.58,False,True,0.0,0.081,0.0747,0.5324,0.5283,0.467,0.7949,0.7932,144.15,158.53,False,False,False,True,False
4.614,False,True,0.0,0.0814,0.0756,0.5296,0.5276,0.4656,0.7949,0.7933,144.61,159.76,False,False,False,True,False
4.647,False,True,0.0,0.0825,0.0762,0.5272,0.5271,0.4652,0.7948,0.794,145.51,161.19,False,False,False,True,False
4.68,False,True,0.0,0.0818,0.0771,0.5243,0.5252,0.4651,0.7948,0.7956,146.0,163.42,False,False,False,True,False
4.714,False,True,0.0,0.0821,0.077,0.5224,0.5227,0.4643,0.7946,0.7977,146.81,164.43,False,False,False,True,False
4.747,False,True,0.0,0.0827,0.0778,0.5215,0.5202,0.4641,0.7937,0.798,148.24,166.37,False,False,False,True,False
4.781,False,True,0.0,0.0833,0.0777,0.5195,0.52,0.4643,0.7936,0.7981,150.04,167.26,False,False,False,False,False
4.814,False,True,0.0,0.0835,0.0784,0.5171,0.5202,0.4643,0.7941,0.7981,152.11,169.29,False,False,False,False,False
4.847,False,True,0.0,0.0832,0.0781,0.5152,0.5203,0.4662,0.794,0.7981,152.4,170.86,False,False,False,False,False
4.881,False,True,0.0,0.0837,0.0774,0.5131,0.5203,0.4675,0.7941,0.798,153.34,171.59,False,False,False,False,False
4.914,False,True,0.0,0.0839,0.0783,0.5116,0.5205,0.4687,0.7944,0.7981,154.44,172.69,False,False,False,False,False
4.948,False,True,0.0,0.0845,0.0784,0.5097,0.5204,0.4688,0.7944,0.798,156.19,174.32,False,False,False,False,False
4.981,False,True,0.0,0.0834,0.0784,0.5081,0.5206,0.4687,0.7957,0.798,156.76,175.2,False,False,False,False,False
5.014,False,True,0.0,0.0838,0.0775,0.5062,0.5214,0.4687,0.7984,0.7985,157.78,176.28,False,False,False,False,False
5.048,False,True,0.0,0.0829,0.0776,0.5047,0.5214,0.4687,0.7986,0.7984,159.42,178.01,False,False,False,False,False
5.081,False,True,0.0,0.0829,0.0775,0.5037,0.521,0.4683,0.7981,0.798,161.14,179.38,False,False,False,False,False
5.115,False,True,0.0,0.0823,0.0774,0.5024,0.5211,0.4682,0.7982,0.798,162.83,179.03,False,False,False,False,False
5.148,False,True,0.0,0.0828,0.0765,0.5001,0.5212,0.4675,0.7981,0.798,163.81,177.6,False,False,False,False,False
5.181,False,True,0.0,0.0826,0.0768,0.4988,0.5213,0.4672,0.7983,0.798,164.88,176.14,False,False,False,False,False
5.215,False,True,0.0,0.083,0.0763,0.4966,0.5213,0.467,0.7992,0.7969,166.01,174.03,False,False,False,False,False
5.248,False,True,0.0,0.0824,0.0761,0.4951,0.5215,0.4664,0.7993,0.7958,166.85,172.14,False,False,False,False,False
5.282,False,True,0.0,0.0825,0.0758,0.4936,0.5215,0.4659,0.8001,0.7958,168.12,170.86,False,False,False,False,False
5.315,False,True,0.0,0.0829,0.0747,0.4925,0.522,0.4659,0.8005,0.7957,168.68,169.75,False,False,False,False,False
5.348,False,True,0.0,0.0825,0.074,0.4908,0.5228,0.4664,0.8007,0.7955,169.92,168.45,False,False,False,False,False
5.382,False,True,0.0,0.0826,0.0741,0.4891,0.5244,0.4683,0.8008,0.7938,170.72,167.39,False,False,False,False,False
5.415,False,True,0.0,0.0825,0.074,0.487,0.5248,0.4707,0.801,0.7938,170.88,166.37,False,False,False,False,False
5.449,False,True,0.0,0.0822,0.074,0.4863,0.5258,0.4714,0.801,0.7935,170.82,165.94,False,False,False,False,False
5.482,False,True,0.0,0.0821,0.0739,0.4857,0.5276,0.4722,0.8009,0.7931,170.93,165.6,False,False,False,False,False
5.515,False,True,0.0,0.0823,0.0739,0.4855,0.5287,0.4726,0.8009,0.7926,170.91,165.4,False,False,False,False,False
5.549,False,True,0.0,0.0825,0.0738,0.4854,0.5291,0.4732,0.8008,0.7926,170.88,165.37,False,False,False,False,False
5.582,False,True,0.0,0.0823,0.0738,0.4854,0.5293,0.4737,0.8006,0.7924,170.86,165.57,False,False,False,False,False
5.616,False,True,0.0,0.0823,0.0737,0.4855,0.5298,0.4737,0.8004,0.7923,170.79,165.65,False,False,False,False,False
5.649,False,True,0.0,0.0823,0.0736,0.4856,0.53,0.4736,0.8004,0.7924,170.73,165.94,False,False,False,False,False
5.682,False,True,0.0,0.0826,0.0732,0.4856,0.5304,0.4736,0.8002,0.7924,170.53,166.43,False,False,False,False,False
5.716,False,True,0.0,0.0826,0.073,0.4857,0.5306,0.4728,0.8004,0.7927,170.41,166.82,False,False,False,False,False
5.749,False,True,0.0,0.0826,0.0729,0.4859,0.5303,0.4722,0.8004,0.7929,170.15,167.15,False,False,False,False,False
5.782,False,True,0.0,0.0828,0.0728,0.486,0.5297,0.4712,0.8004,0.7929,169.84,167.55,False,False,False,False,False
5.816,False,True,0.0,0.0825,0.0727,0.486,0.5294,0.4707,0.8005,0.793,169.71,167.84,False,False,False,False,False
5.849,False,True,0.0,0.0817,0.0732,0.4861,0.5289,0.4703,0.8006,0.7934,169.43,167.89,False,False,False,False,False
5.883,False,True,0.0,0.0817,0.0733,0.4862,0.5286,0.4695,0.8011,0.7936,169.18,168.2,False,False,False,False,False
5.916,False,True,0.0,0.0811,0.0735,0.4862,0.5283,0.4687,0.8014,0.7938,169.11,168.63,False,False,False,False,False
5.949,False,True,0.0,0.0808,0.0734,0.4863,0.528,0.4674,0.8014,0.7941,169.17,168.72,False,False,False,False,False
5.983,False,True,0.0,0.0807,0.0729,0.4864,0.5274,0.4671,0.801,0.794,169.26,169.19,False,False,False,False,False
6.016,False,True,0.0,0.0808,0.0724,0.4864,0.5271,0.466,0.8008,0.794,169.11,169.71,False,False,False,False,False
6.05,False,True,0.0,0.0806,0.0726,0.4864,0.527,0.4653,0.8007,0.7939,169.01,169.74,False,False,False,False,False
6.083,False,True,0.0,0.0804,0.0722,0.4863,0.5265,0.4652,0.8007,0.794,169.14,169.89,False,False,False,False,False
6.116,False,True,0.0,0.0803,0.0722,0.4863,0.5265,0.4648,0.8011,0.794,169.09,169.5,False,False,False,False,False
6.15,False,True,0.0,0.08,0.072,0.4863,0.5263,0.4646,0.8011,0.794,169.08,169.12,False,False,False,False,False
6.183,False,True,0.0,0.0802,0.0721,0.4862,0.5263,0.4646,0.8011,0.794,169.19,168.75,False,False,False,False,False
6.217,False,True,0.0,0.0802,0.0728,0.4862,0.5264,0.4657,0.8011,0.7936,169.34,168.4,False,False,False,False,False
6.25,False,True,0.0,0.0805,0.0734,0.4861,0.5264,0.4664,0.8012,0.7931,169.62,167.78,False,False,False,False,False
6.283,False,True,0.0,0.0801,0.0728,0.4859,0.5256,0.4686,0.8011,0.7931,169.81,166.49,False,False,False,False,False
6.317,False,True,0.0,0.081,0.0737,0.4859,0.5255,0.4691,0.8013,0.7929,169.6,164.98,False,False,False,False,False
6.35,False,True,0.0,0.0809,0.0746,0.4857,0.5242,0.4688,0.8012,0.7929,170.26,162.99,False,False,False,False,False
6.384,False,True,0.0,0.0812,0.0754,0.4853,0.5233,0.4695,0.8012,0.7925,170.08,162.82,False,False,False,False,False
6.417,False,True,0.0,0.0817,0.0742,0.4851,0.5234,0.4695,0.8028,0.7925,169.76,162.78,False,False,False,False,False
6.45,False,True,0.0,0.0812,0.0727,0.4847,0.5238,0.4694,0.8043,0.7934,169.04,162.51,False,False,False,False,False
6.484,False,True,0.0,0.0812,0.0717,0.4841,0.5255,0.4694,0.8054,0.7934,169.08,162.86,False,False,False,False,False
6.517,False,True,0.0,0.081,0.0706,0.4838,0.5258,0.4692,0.8048,0.7936,169.34,162.26,False,False,False,False,False
6.551,False,True,0.0,0.0794,0.07,0.4833,0.5259,0.4687,0.8022,0.7935,170.09,161.45,False,False,False,False,False
6.584,False,True,0.0,0.079,0.0693,0.483,0.5262,0.4687,0.8021,0.794,171.27,160.75,False,False,False,False,False
6.617,False,True,0.0,0.0794,0.0695,0.483,0.5261,0.4677,0.8018,0.794,172.75,160.29,False,False,False,False,False
6.651,False,True,0.0,0.0792,0.069,0.4829,0.5262,0.4669,0.8018,0.7945,175.23,159.98,False,False,False,False,False
6.684,False,True,0.0,0.0782,0.0683,0.4828,0.5264,0.4669,0.8018,0.7948,176.64,159.68,False,False,False,False,False
6.717,False,True,0.0,0.0772,0.0687,0.4828,0.5265,0.467,0.8017,0.7947,177.66,159.16,False,False,False,False,False
6.751,False,True,0.0,0.0763,0.0678,0.4829,0.526,0.4663,0.8022,0.7954,177.65,158.97,False,False,False,False,False
6.784,False,True,0.0,0.077,0.0694,0.4829,0.5261,0.4664,0.8022,0.7955,177.96,158.94,False,False,False,False,False
6.818,False,True,0.0,0.0756,0.0685,0.483,0.5262,0.4664,0.8029,0.7957,177.8,158.85,False,False,False,False,False
6.851,False,True,0.0,0.0755,0.0687,0.483,0.5263,0.4665,0.8026,0.7958,177.81,158.86,False,False,False,False,False
6.884,False,True,0.0,0.0753,0.0696,0.4833,0.5264,0.4667,0.8026,0.7958,178.21,159.22,False,False,False,False,False
6.918,False,True,0.0,0.0752,0.0698,0.4835,0.5256,0.4667,0.8026,0.7972,178.44,159.42,False,False,False,False,False
6.951,False,True,0.0,0.0752,0.0693,0.4836,0.5262,0.4667,0.8026,0.797,178.53,159.59,False,False,False,False,False
6.985,False,True,0.0,0.0753,0.0692,0.4838,0.5262,0.4667,0.8027,0.7965,178.28,160.11,False,False,False,False,False
7.018,False,True,0.0,0.074,0.0685,0.484,0.5267,0.4661,0.8024,0.7964,177.85,160.13,False,False,False,False,False
7.051,False,True,0.0,0.0755,0.0701,0.4841,0.5276,0.466,0.8024,0.7963,177.73,160.24,False,False,False,False,False
