t_trial_s,face_detected,pose_detected,avg_ar,l_wrist_hip,r_wrist_hip,mid_shoulder_x,l_ankle_x,r_ankle_x,l_foot_y,r_foot_y,l_hip_angle,r_hip_angle,raw_EYES_OPEN,raw_HANDS_OFF_HIPS,raw_STUMBLE_SWAY,raw_HIP_ABDUCTION,raw_FOOT_LIFT
1.034,True,True,0.0405,0.0891,0.0844,0.5294,0.5688,0.4947,0.9458,0.9509,166.31,164.2,False,False,False,False,False
1.069,True,True,0.0402,0.089,0.0841,0.5293,0.5688,0.4947,0.9458,0.9509,166.26,164.17,False,False,False,False,False
1.103,True,True,0.0393,0.0889,0.0845,0.5294,0.5688,0.4949,0.9458,0.9509,166.37,164.35,False,False,False,False,False
1.138,True,True,0.039,0.0888,0.0842,0.5293,0.5688,0.4949,0.9458,0.9509,166.26,164.34,False,False,False,False,False
1.172,True,True,0.0398,0.0888,0.0842,0.5293,0.5688,0.4948,0.9458,0.9509,166.27,164.34,False,False,False,False,False
1.207,True,True,0.0407,0.0888,0.084,0.5293,0.5688,0.4948,0.9458,0.9509,166.28,164.35,False,False,False,False,False
1.241,True,True,0.0412,0.0888,0.0844,0.5294,0.5688,0.4948,0.9459,0.9509,166.33,164.39,False,False,False,False,False
1.276,True,True,0.0416,0.0887,0.0845,0.5293,0.5688,0.4949,0.9458,0.9509,166.46,164.42,False,False,False,False,False
1.31,True,True,0.0417,0.0889,0.0849,0.5294,0.5689,0.4952,0.9459,0.9509,166.49,164.61,False,False,False,False,False
1.345,True,True,0.0421,0.0884,0.0851,0.5293,0.5689,0.4952,0.9459,0.9509,166.47,164.57,False,False,False,False,False
1.379,True,True,0.0427,0.0886,0.0852,0.5293,0.5689,0.4952,0.9458,0.9509,166.49,164.52,False,False,False,False,False
1.414,True,True,0.0448,0.0885,0.0852,0.5293,0.569,0.4952,0.9458,0.9509,166.45,164.5,False,False,False,False,False
1.448,True,True,0.0403,0.0888,0.0854,0.5293,0.569,0.4952,0.9458,0.9509,166.48,164.55,False,False,False,False,False
1.483,True,True,0.0429,0.0885,0.0856,0.5293,0.569,0.4953,0.9458,0.9509,166.45,164.52,False,False,False,False,False
1.517,True,True,0.0357,0.0888,0.0857,0.5293,0.569,0.4953,0.9459,0.9509,166.49,164.57,False,False,False,False,False
1.552,True,True,0.04,0.0886,0.0858,0.5293,0.569,0.4953,0.9458,0.9509,166.48,164.55,False,False,False,False,False
1.586,True,True,0.0425,0.0889,0.0858,0.5293,0.569,0.4953,0.9459,0.9509,166.5,164.56,False,False,False,False,False
1.621,True,True,0.0385,0.0888,0.0859,0.5293,0.569,0.4953,0.9458,0.9509,166.5,164.51,False,False,False,False,False
1.655,True,True,0.038,0.089,0.0859,0.5294,0.569,0.4953,0.9459,0.9509,166.51,164.52,False,False,False,False,False
1.69,True,True,0.0361,0.0888,0.086,0.5294,0.569,0.4953,0.9458,0.9509,166.48,164.5,False,False,False,False,False
1.724,True,True,0.0351,0.0889,0.086,0.5295,0.569,0.4953,0.9458,0.9508,166.48,164.5,False,False,False,False,False
1.759,True,True,0.0358,0.0887,0.0859,0.5295,0.569,0.4953,0.9458,0.9508,166.44,164.48,False,False,False,False,False
1.793,True,True,0.0376,0.089,0.0861,0.5295,0.569,0.4953,0.9458,0.9508,166.44,164.49,False,False,False,False,False
1.828,True,True,0.0375,0.0883,0.086,0.5295,0.569,0.4952,0.9458,0.9508,166.43,164.44,False,False,False,False,False
1.862,True,True,0.0366,0.0888,0.0861,0.5296,0.569,0.4953,0.9458,0.9508,166.44,164.44,False,False,False,False,False
1.897,True,True,0.0383,0.0885,0.0859,0.5296,0.5689,0.4952,0.9458,0.9508,166.42,164.37,False,False,False,False,False
1.931,True,True,0.0397,0.0887,0.0857,0.5296,0.5689,0.4952,0.9459,0.9508,166.44,164.39,False,False,False,False,False
1.966,True,True,0.0379,0.0887,0.0851,0.5296,0.5689,0.4952,0.9458,0.9508,166.43,164.32,False,False,False,False,False
2.0,True,True,0.0381,0.0891,0.0848,0.5296,0.5689,0.4951,0.9459,0.9508,166.43,164.34,False,False,False,False,False
2.034,True,True,0.0368,0.0891,0.0847,0.5297,0.569,0.4951,0.9458,0.9509,166.38,164.36,False,False,False,False,False
2.069,True,True,0.0343,0.0891,0.0845,0.5297,0.569,0.495,0.9458,0.9508,166.38,164.38,False,False,False,False,False
2.103,True,True,0.0315,0.0891,0.0844,0.5297,0.569,0.495,0.9457,0.9508,166.31,164.36,False,False,False,False,False
2.138,True,True,0.0297,0.0891,0.0843,0.5296,0.5689,0.4951,0.9457,0.9508,166.28,164.36,False,False,False,False,False
2.172,True,True,0.0287,0.0891,0.0844,0.5296,0.5689,0.4951,0.9457,0.9508,166.28,164.35,False,False,False,False,False
2.207,True,True,0.0287,0.0892,0.0844,0.5296,0.5689,0.495,0.9457,0.9508,166.27,164.3,False,False,False,False,False
2.241,True,True,0.0297,0.0892,0.0844,0.5296,0.5689,0.495,0.9457,0.9508,166.29,164.34,False,False,False,False,False
2.276,True,True,0.0296,0.0893,0.0843,0.5296,0.5689,0.495,0.9457,0.9508,166.23,164.38,False,False,False,False,False
2.31,True,True,0.0312,0.0893,0.084,0.5296,0.5689,0.495,0.9457,0.9508,166.21,164.35,False,False,False,False,False
2.345,True,True,0.0333,0.0894,0.0838,0.5296,0.5689,0.495,0.9457,0.9508,166.21,164.35,False,False,False,False,False
2.379,True,True,0.0316,0.0895,0.0836,0.5296,0.5689,0.4951,0.9457,0.9508,166.22,164.33,False,False,False,False,False
2.414,True,True,0.0377,0.0896,0.0835,0.5296,0.5689,0.4951,0.9457,0.9508,166.22,164.33,False,False,False,False,False
2.448,True,True,0.0389,0.0896,0.0834,0.5295,0.5689,0.4951,0.9456,0.9508,166.23,164.31,False,False,False,False,False
2.483,True,True,0.0389,0.0896,0.0833,0.5295,0.5689,0.4951,0.9456,0.9508,166.23,164.29,False,False,False,False,False
2.517,True,True,0.0393,0.0897,0.0832,0.5295,0.5689,0.4951,0.9456,0.9508,166.21,164.3,False,False,False,False,False
2.552,True,True,0.039,0.0898,0.0832,0.5294,0.5689,0.4952,0.9456,0.9508,166.23,164.27,False,False,False,False,False
2.586,True,True,0.0413,0.0897,0.0834,0.5294,0.5689,0.4952,0.9456,0.9508,166.24,164.26,False,False,False,False,False
2.621,True,True,0.0411,0.0898,0.0832,0.5294,0.5689,0.4952,0.9456,0.9508,166.17,164.29,False,False,False,False,False
2.655,True,True,0.0412,0.0898,0.0831,0.5294,0.5689,0.4951,0.9456,0.9509,166.2,164.29,False,False,False,False,False
2.69,True,True,0.0414,0.0898,0.0829,0.5294,0.5689,0.4951,0.9456,0.9509,166.2,164.3,False,False,False,False,False
2.724,True,True,0.0413,0.0896,0.0831,0.5293,0.5689,0.4951,0.9456,0.9508,166.17,164.3,False,False,False,False,False
2.759,True,True,0.0411,0.0896,0.0835,0.5293,0.5689,0.495,0.9456,0.9508,166.18,164.3,False,False,False,False,False
2.793,True,True,0.041,0.0895,0.0836,0.5292,0.5689,0.495,0.9456,0.9508,166.17,164.28,False,False,False,False,False
2.828,True,True,0.0406,0.0894,0.0837,0.5292,0.5689,0.4951,0.9456,0.9508,166.1,164.29,False,False,False,False,False
2.862,True,True,0.0397,0.0894,0.084,0.5292,0.5689,0.4949,0.9456,0.9508,166.1,164.3,False,False,False,False,False
2.897,True,True,0.0367,0.0894,0.0838,0.5292,0.5689,0.4949,0.9455,0.9508,166.11,164.3,False,False,False,False,False
2.931,True,True,0.0362,0.0894,0.0838,0.5291,0.5689,0.4948,0.9455,0.9508,166.12,164.33,False,False,False,False,False
2.966,True,True,0.0376,0.0894,0.0836,0.5291,0.5689,0.4948,0.9455,0.9508,166.03,164.38,False,False,False,False,False
3.0,True,True,0.0379,0.0893,0.0836,0.5291,0.5689,0.4947,0.9455,0.9508,166.03,164.39,False,False,False,False,False
3.034,True,True,0.0406,0.0892,0.0836,0.5291,0.5689,0.4947,0.9455,0.9509,166.02,164.39,False,False,False,False,False
3.069,True,True,0.0428,0.0892,0.0838,0.5291,0.5689,0.4946,0.9456,0.9509,166.11,164.41,False,False,False,False,False
3.103,True,True,0.0457,0.0892,0.0836,0.5291,0.5689,0.4946,0.9456,0.9509,166.1,164.37,False,False,False,False,False
3.138,True,True,0.0461,0.0892,0.0835,0.5291,0.5689,0.4945,0.9456,0.9509,166.14,164.4,False,False,False,False,False
3.172,True,True,0.0477,0.0893,0.0835,0.5291,0.5689,0.4945,0.9457,0.9509,166.12,164.42,False,False,False,False,False
3.207,True,True,0.0496,0.0894,0.0836,0.5291,0.5689,0.4945,0.9457,0.9509,166.16,164.42,False,False,False,False,False
3.241,True,True,0.0508,0.0894,0.084,0.5291,0.5689,0.4945,0.9457,0.9509,166.18,164.4,False,False,False,False,False
3.276,True,True,0.0556,0.0893,0.0843,0.5291,0.5689,0.4946,0.9457,0.9509,166.14,164.4,False,False,False,False,False
3.31,True,True,0.0567,0.0894,0.0845,0.5292,0.5688,0.4946,0.9457,0.9509,166.13,164.41,False,False,False,False,False
3.345,True,True,0.0555,0.0894,0.0846,0.5291,0.5688,0.4946,0.9457,0.9509,166.12,164.4,False,False,False,False,False
3.379,True,True,0.0549,0.0894,0.0847,0.5291,0.5688,0.4946,0.9457,0.9509,166.07,164.4,False,False,False,False,False
3.414,True,True,0.054,0.0894,0.0848,0.5291,0.5688,0.4946,0.9457,0.9509,166.05,164.37,False,False,False,False,False
3.448,True,True,0.0535,0.0894,0.0849,0.5291,0.5688,0.4946,0.9457,0.9509,166.04,164.36,False,False,False,False,False
3.483,True,True,0.0528,0.0894,0.085,0.5291,0.5688,0.4947,0.9457,0.9509,166.01,164.36,False,False,False,False,False
3.517,True,True,0.0529,0.0895,0.0851,0.5291,0.5688,0.4947,0.9457,0.9509,165.99,164.35,False,False,False,False,False
3.552,True,True,0.053,0.0896,0.0852,0.5291,0.5688,0.4948,0.9456,0.9509,165.96,164.35,False,False,False,False,False
3.586,True,True,0.053,0.0897,0.0854,0.5291,0.5688,0.4949,0.9456,0.9509,165.95,164.34,False,False,False,False,False
3.621,True,True,0.055,0.0897,0.0855,0.529,0.5688,0.495,0.9456,0.9509,165.93,164.29,False,False,False,False,False
3.655,True,True,0.0567,0.0899,0.0856,0.529,0.5688,0.495,0.9456,0.9509,165.94,164.25,False,False,False,False,False
3.69,True,True,0.0588,0.0899,0.0857,0.5289,0.5688,0.495,0.9456,0.9509,165.95,164.23,False,False,False,False,False
3.724,True,True,0.0592,0.0899,0.0858,0.5289,0.5688,0.495,0.9456,0.951,165.98,164.23,False,False,False,False,False
3.759,True,True,0.0603,0.09,0.0858,0.5288,0.5688,0.4951,0.9456,0.951,166.0,164.23,False,False,False,False,False
3.793,True,True,0.0545,0.09,0.0859,0.5288,0.5689,0.4951,0.9456,0.951,166.01,164.22,False,False,False,False,False
3.828,True,True,0.0514,0.09,0.086,0.5287,0.5689,0.4951,0.9456,0.951,166.03,164.23,False,False,False,False,False
3.862,True,True,0.048,0.09,0.0861,0.5287,0.5689,0.4951,0.9456,0.951,166.03,164.21,False,False,False,False,False
3.897,True,True,0.0478,0.09,0.0862,0.5287,0.5689,0.4951,0.9456,0.951,166.04,164.2,False,False,False,False,False
3.931,True,True,0.046,0.09,0.0862,0.5287,0.5689,0.4952,0.9456,0.9511,166.03,164.2,False,False,False,False,False
3.966,True,True,0.0461,0.09,0.0862,0.5287,0.5688,0.4952,0.9456,0.9511,166.03,164.19,False,False,False,False,False
4.0,True,True,0.0473,0.09,0.0862,0.5287,0.5689,0.4952,0.9456,0.9511,166.01,164.2,False,False,False,False,False
4.034,True,True,0.0483,0.0901,0.0862,0.5287,0.5688,0.4951,0.9456,0.951,166.02,164.19,False,False,False,False,False
4.069,True,True,0.0498,0.09,0.0861,0.5287,0.5688,0.495,0.9456,0.951,166.02,164.19,False,False,False,False,False
4.103,True,True,0.0503,0.09,0.086,0.5287,0.5688,0.4948,0.9456,0.951,166.0,164.2,False,False,False,False,False
4.138,True,True,0.0499,0.09,0.0856,0.5287,0.5688,0.4949,0.9456,0.951,165.98,164.21,False,False,False,False,False
4.172,True,True,0.0505,0.09,0.0855,0.5288,0.5688,0.4948,0.9456,0.951,165.96,164.24,False,False,False,False,False
4.207,True,True,0.0511,0.09,0.0856,0.5288,0.5688,0.4947,0.9456,0.951,165.99,164.25,False,False,False,False,False
4.241,True,True,0.0513,0.09,0.0857,0.5288,0.5688,0.4947,0.9456,0.951,166.0,164.22,False,False,False,False,False
4.276,True,True,0.0518,0.09,0.0858,0.5288,0.5688,0.4947,0.9456,0.951,165.99,164.21,False,False,False,False,False
4.31,True,True,0.0524,0.09,0.0859,0.5288,0.5688,0.4949,0.9456,0.951,165.98,164.17,False,False,False,False,False
4.345,True,True,0.0529,0.09,0.0863,0.5288,0.5687,0.4949,0.9456,0.951,165.97,164.17,False,False,False,False,False
4.379,True,True,0.0536,0.09,0.0863,0.5288,0.5687,0.4949,0.9456,0.951,165.96,164.15,False,False,False,False,False
4.414,True,True,0.0538,0.0901,0.0864,0.5288,0.5687,0.4948,0.9456,0.951,165.95,164.19,False,False,False,False,False
4.448,True,True,0.0532,0.09,0.0864,0.5289,0.5687,0.4948,0.9456,0.951,165.93,164.2,False,False,False,False,False
4.483,True,True,0.051,0.0902,0.0865,0.5289,0.5687,0.4948,0.9456,0.951,165.93,164.22,False,False,False,False,False
4.517,True,True,0.0494,0.0902,0.0864,0.5289,0.5687,0.4948,0.9456,0.951,165.92,164.25,False,False,False,False,False
4.552,True,True,0.0463,0.0903,0.0864,0.5289,0.5687,0.4947,0.9457,0.951,165.98,164.43,False,False,False,False,False
4.586,True,True,0.0433,0.0903,0.0864,0.5289,0.5687,0.4947,0.9457,0.951,165.98,164.44,False,False,False,False,False
4.621,True,True,0.0416,0.0903,0.0864,0.5289,0.5687,0.4947,0.9458,0.951,166.03,164.46,False,False,False,False,False
4.655,True,True,0.0389,0.0903,0.0864,0.529,0.5687,0.4947,0.9458,0.951,166.08,164.49,False,False,False,False,False
4.69,True,True,0.0352,0.0903,0.0864,0.529,0.5687,0.4947,0.9459,0.951,166.13,164.52,False,False,False,False,False
4.724,True,True,0.032,0.0903,0.0864,0.529,0.5687,0.4947,0.9459,0.951,166.14,164.53,False,False,False,False,False
4.759,True,True,0.0293,0.0903,0.0864,0.529,0.5687,0.4946,0.9459,0.9509,166.16,164.53,False,False,False,False,False
4.793,True,True,0.0301,0.0903,0.0864,0.529,0.5687,0.4947,0.9459,0.9509,166.14,164.53,False,False,False,False,False
4.828,True,True,0.0306,0.0903,0.0864,0.529,0.5686,0.4946,0.9458,0.9509,166.14,164.53,False,False,False,False,False
4.862,True,True,0.0308,0.0904,0.0864,0.529,0.5686,0.4946,0.9458,0.9509,166.12,164.53,False,False,False,False,False
4.897,True,True,0.0307,0.0903,0.0864,0.529,0.5687,0.4947,0.9458,0.9509,166.14,164.5,False,False,False,False,False
4.931,True,True,0.0302,0.0903,0.0864,0.529,0.5687,0.4948,0.9458,0.9509,166.14,164.49,False,False,False,False,False
4.966,True,True,0.0302,0.0903,0.0864,0.529,0.5686,0.4948,0.9458,0.9509,166.13,164.49,False,False,False,False,False
5.0,True,True,0.0302,0.0903,0.0864,0.529,0.5686,0.4949,0.9458,0.9509,166.12,164.48,False,False,False,False,False
5.034,True,True,0.033,0.0903,0.0863,0.5291,0.5686,0.4948,0.9458,0.9509,166.14,164.46,False,False,False,False,False
5.069,True,True,0.0353,0.0903,0.0859,0.5291,0.5686,0.4948,0.9458,0.9508,166.12,164.42,False,False,False,False,False
5.103,True,True,0.0388,0.0903,0.0859,0.5292,0.5686,0.4948,0.9458,0.9509,166.1,164.37,False,False,False,False,False
5.138,True,True,0.0412,0.0903,0.0858,0.5293,0.5686,0.4947,0.9458,0.9509,166.17,164.4,False,False,False,False,False
5.172,True,True,0.042,0.0903,0.0855,0.5293,0.5686,0.4947,0.9458,0.9508,166.18,164.39,False,False,False,False,False
5.207,True,True,0.0423,0.0902,0.0856,0.5293,0.5686,0.4948,0.9458,0.9508,166.18,164.38,False,False,False,False,False
5.241,True,True,0.0416,0.0902,0.0854,0.5293,0.5686,0.4948,0.9458,0.9508,166.18,164.34,False,False,False,False,False
5.276,True,True,0.0413,0.0902,0.0853,0.5293,0.5686,0.4949,0.9458,0.9508,166.15,164.29,False,False,False,False,False
5.31,True,True,0.0415,0.0901,0.0852,0.5293,0.5686,0.4948,0.9458,0.9508,166.15,164.26,False,False,False,False,False
5.345,True,True,0.042,0.0901,0.0851,0.5293,0.5685,0.4949,0.9458,0.9508,166.12,164.24,False,False,False,False,False
5.379,True,True,0.0415,0.09,0.085,0.5293,0.5685,0.495,0.9458,0.9508,166.1,164.23,False,False,False,False,False
5.414,True,True,0.0409,0.0901,0.0848,0.5293,0.5685,0.495,0.9458,0.9508,166.06,164.23,False,False,False,False,False
5.448,True,True,0.0399,0.0901,0.0847,0.5293,0.5685,0.495,0.9457,0.9508,166.05,164.22,False,False,False,False,False
5.483,True,True,0.0391,0.09,0.0847,0.5293,0.5685,0.495,0.9457,0.9508,166.02,164.22,False,False,False,False,False
5.517,True,True,0.038,0.09,0.0848,0.5293,0.5685,0.495,0.9457,0.9508,166.02,164.2,False,False,False,False,False
5.552,True,True,0.0374,0.0899,0.0847,0.5293,0.5685,0.495,0.9457,0.9508,166.03,164.17,False,False,False,False,False
5.586,True,True,0.037,0.09,0.0847,0.5293,0.5685,0.495,0.9457,0.9508,165.94,164.17,False,False,False,False,False
5.621,True,True,0.0477,0.09,0.0848,0.5294,0.5685,0.495,0.9457,0.9508,165.95,164.21,False,False,False,False,False
5.655,True,True,0.0513,0.0899,0.0848,0.5294,0.5685,0.495,0.9458,0.9507,165.88,164.22,False,False,False,False,False
5.69,True,True,0.0528,0.0899,0.085,0.5295,0.5685,0.495,0.9457,0.9507,165.85,164.24,False,False,False,False,False
5.724,True,True,0.0537,0.09,0.0852,0.5296,0.5685,0.495,0.9458,0.9507,165.73,164.27,False,False,False,False,False
5.759,True,True,0.054,0.0899,0.0852,0.5296,0.5685,0.4951,0.9457,0.9507,165.75,164.26,False,False,False,False,False
5.793,True,True,0.0549,0.09,0.0852,0.5297,0.5685,0.4951,0.9457,0.9507,165.63,164.32,False,False,False,False,False
5.828,True,True,0.0561,0.09,0.0851,0.5297,0.5685,0.4951,0.9457,0.9507,165.65,164.36,False,False,False,False,False
5.862,True,True,0.0561,0.0899,0.0851,0.5297,0.5685,0.4951,0.9457,0.9506,165.65,164.4,False,False,False,False,False
5.897,True,True,0.0577,0.0898,0.0853,0.5297,0.5685,0.4951,0.9457,0.9506,165.66,164.39,False,False,False,False,False
5.931,True,True,0.0605,0.0898,0.0859,0.5298,0.5685,0.4951,0.9457,0.9506,165.65,164.42,False,False,False,False,False
5.966,True,True,0.0623,0.0898,0.0864,0.5298,0.5685,0.4952,0.9457,0.9506,165.69,164.42,False,False,False,False,False
6.0,True,True,0.0628,0.0897,0.0863,0.5298,0.5686,0.4952,0.9457,0.9506,165.69,164.44,False,False,False,False,False
6.034,True,True,0.0645,0.0896,0.0862,0.5298,0.5686,0.4952,0.9457,0.9506,165.7,164.45,False,False,False,False,False
6.069,True,True,0.0645,0.0895,0.0863,0.5298,0.5686,0.4952,0.9456,0.9506,165.69,164.45,False,False,False,False,False
6.103,True,True,0.0634,0.0893,0.0866,0.5299,0.5686,0.4952,0.9456,0.9506,165.67,164.44,False,False,False,False,False
6.138,True,True,0.0629,0.0892,0.0868,0.5299,0.5687,0.4952,0.9456,0.9506,165.66,164.46,False,False,False,False,False
6.172,True,True,0.0618,0.0892,0.0866,0.5299,0.5687,0.4951,0.9457,0.9506,165.65,164.47,False,False,False,False,False
6.207,True,True,0.0616,0.0892,0.0868,0.5298,0.5687,0.4951,0.9457,0.9506,165.64,164.58,False,False,False,False,False
6.241,True,True,0.0616,0.0892,0.0866,0.5298,0.5687,0.495,0.9457,0.9506,165.69,164.64,False,False,False,False,False
6.276,True,True,0.0626,0.0892,0.0865,0.5298,0.5687,0.4947,0.9458,0.9506,165.75,164.68,False,False,False,False,False
6.31,True,True,0.0638,0.0892,0.0862,0.5299,0.5687,0.4946,0.9459,0.9506,165.72,164.78,False,False,False,False,False
6.345,True,True,0.0645,0.0892,0.0858,0.5298,0.5687,0.4948,0.9459,0.9506,165.78,164.88,False,False,False,False,False
6.379,True,True,0.0646,0.0893,0.0857,0.5298,0.5687,0.4948,0.946,0.9507,165.76,164.91,False,False,False,False,False
6.414,True,True,0.0649,0.0894,0.0855,0.5298,0.5687,0.4947,0.946,0.9507,165.69,165.04,False,False,False,False,False
6.448,True,True,0.0665,0.0894,0.0847,0.5297,0.5687,0.495,0.9461,0.9507,165.61,165.27,False,False,False,False,False
6.483,True,True,0.0664,0.0893,0.0842,0.5296,0.5687,0.4952,0.9461,0.9507,165.56,165.38,False,False,False,False,False
6.517,True,True,0.0668,0.0893,0.084,0.5295,0.5687,0.4951,0.9462,0.9507,165.48,165.53,False,False,False,False,False
6.552,True,True,0.0633,0.0893,0.0839,0.5295,0.5687,0.4952,0.9462,0.9507,165.45,165.64,False,False,False,False,False
6.586,True,True,0.0615,0.0893,0.0837,0.5294,0.5687,0.4954,0.9463,0.9507,165.44,165.74,False,False,False,False,False
6.621,True,True,0.0605,0.0892,0.0838,0.5294,0.5687,0.4955,0.9463,0.9507,165.46,165.75,False,False,False,False,False
6.655,True,True,0.0582,0.0893,0.0837,0.5293,0.5687,0.4953,0.9463,0.9507,165.37,165.85,False,False,False,False,False
6.69,True,True,0.0555,0.0892,0.0836,0.5293,0.5687,0.4953,0.9465,0.9507,165.41,165.83,False,False,False,False,False
6.724,True,True,0.052,0.0892,0.0835,0.5292,0.5687,0.4953,0.9466,0.9507,165.39,165.85,False,False,False,False,False
6.759,True,True,0.0515,0.0887,0.0839,0.5291,0.5687,0.4953,0.9467,0.9507,165.46,165.87,False,False,False,False,False
6.793,True,True,0.053,0.0888,0.0839,0.5291,0.5687,0.4952,0.9467,0.9507,165.43,165.8,False,False,False,False,False
6.828,True,True,0.054,0.0891,0.0839,0.5289,0.5687,0.4953,0.9468,0.9508,165.44,165.75,False,False,False,False,False
6.862,True,True,0.0547,0.0891,0.0838,0.5287,0.5687,0.4953,0.9468,0.9508,165.48,165.77,False,False,False,False,False
6.897,True,True,0.0551,0.0892,0.0837,0.5286,0.5687,0.4954,0.9468,0.9507,165.44,165.9,False,False,False,False,False
6.931,True,True,0.0534,0.089,0.0837,0.5284,0.5687,0.4954,0.9469,0.9507,165.46,166.0,False,False,False,False,False
6.966,True,True,0.0529,0.0885,0.0837,0.5282,0.5687,0.4954,0.9469,0.9507,165.45,166.01,False,False,False,False,False
7.0,True,True,0.0508,0.0883,0.084,0.528,0.5687,0.4954,0.9469,0.9508,165.44,166.02,False,False,False,False,False
7.034,True,True,0.0486,0.0882,0.0839,0.5279,0.5687,0.4955,0.9469,0.9508,165.46,166.07,False,False,False,False,False
7.069,True,True,0.049,0.0881,0.0839,0.5277,0.5687,0.4956,0.9469,0.9508,165.53,166.13,False,False,False,False,False
7.103,True,True,0.0479,0.0879,0.0841,0.5275,0.5687,0.4956,0.947,0.9508,165.54,166.04,False,False,False,False,False
7.138,True,True,0.0446,0.0881,0.084,0.5273,0.5687,0.4957,0.947,0.9508,165.52,165.95,False,False,False,False,False
7.172,True,True,0.0402,0.088,0.0841,0.5271,0.5687,0.4957,0.947,0.9508,165.55,165.87,False,False,False,False,False
