t_trial_s,face_detected,pose_detected,avg_ar,l_wrist_hip,r_wrist_hip,mid_shoulder_x,l_ankle_x,r_ankle_x,l_foot_y,r_foot_y,l_hip_angle,r_hip_angle,raw_EYES_OPEN,raw_HANDS_OFF_HIPS,raw_STUMBLE_SWAY,raw_HIP_ABDUCTION,raw_FOOT_LIFT
1.909,True,True,0.0602,0.0917,0.0813,0.5058,0.5367,0.4811,0.8222,0.821,166.53,167.56,True,False,False,False,True
1.942,True,True,0.0738,0.0915,0.0814,0.5059,0.5368,0.4809,0.8222,0.8207,166.46,167.69,True,False,False,False,True
1.976,True,True,0.0773,0.0916,0.0815,0.5059,0.5368,0.4809,0.8222,0.8208,166.5,167.76,True,False,False,False,True
2.009,True,True,0.0799,0.0916,0.0814,0.5059,0.5368,0.4805,0.8223,0.8208,166.48,167.68,True,False,False,False,True
2.043,True,True,0.0789,0.0914,0.0813,0.5061,0.5363,0.4804,0.8219,0.8204,166.73,167.64,True,False,False,False,True
2.076,True,True,0.0639,0.0913,0.0809,0.5062,0.5363,0.4804,0.8218,0.8204,166.57,167.86,True,False,False,False,True
2.109,True,True,0.0783,0.0919,0.0814,0.5063,0.5366,0.4804,0.8218,0.8206,166.59,167.99,True,False,False,False,True
2.143,True,True,0.0738,0.092,0.0822,0.5065,0.536,0.4795,0.8228,0.8227,166.86,167.54,True,False,False,False,False
2.176,True,True,0.0637,0.0922,0.0824,0.5065,0.5359,0.4795,0.8228,0.8228,166.88,167.57,True,False,False,False,False
2.21,True,True,0.068,0.0919,0.0825,0.5065,0.536,0.48,0.8224,0.8227,166.82,167.57,True,False,False,False,True
2.243,True,True,0.0626,0.0916,0.0826,0.5067,0.536,0.4803,0.8224,0.8225,166.82,167.51,True,False,False,False,True
2.276,True,True,0.0511,0.0919,0.0817,0.5068,0.536,0.4803,0.8222,0.8224,166.7,167.59,True,False,False,False,True
2.31,True,True,0.0542,0.0914,0.0809,0.5068,0.536,0.4803,0.8215,0.8224,166.63,167.74,True,False,False,False,True
2.343,True,True,0.0651,0.0919,0.0808,0.507,0.5364,0.4803,0.8215,0.8224,166.75,167.97,True,False,False,False,True
2.377,True,True,0.0783,0.0916,0.0816,0.5067,0.5362,0.4795,0.8214,0.8224,166.86,167.86,True,False,False,False,True
2.41,True,True,0.0772,0.0915,0.0821,0.5064,0.536,0.4801,0.8214,0.8222,166.93,167.73,True,False,False,False,True
2.443,True,True,0.0884,0.0913,0.0825,0.5062,0.5359,0.4801,0.8213,0.8222,166.88,167.65,True,False,False,False,True
2.477,True,True,0.0842,0.0907,0.0834,0.5057,0.5355,0.4799,0.8213,0.822,166.94,167.52,True,False,False,False,True
2.51,True,True,0.1047,0.0907,0.0844,0.5053,0.5348,0.4799,0.8213,0.8216,166.88,167.61,True,False,False,False,True
2.543,True,True,0.113,0.0907,0.0841,0.505,0.5345,0.4801,0.821,0.8216,166.93,167.83,True,False,False,False,True
2.577,True,True,0.0997,0.0903,0.0845,0.5046,0.5341,0.4796,0.8208,0.8217,166.78,167.68,True,False,False,False,True
2.61,True,True,0.0985,0.09,0.0849,0.5041,0.5341,0.4794,0.8209,0.8208,166.76,167.56,True,False,False,False,True
2.644,True,True,0.0935,0.0901,0.0844,0.5037,0.5342,0.4794,0.8207,0.8208,166.87,167.79,True,False,False,False,True
2.677,True,True,0.0964,0.0901,0.0839,0.5034,0.534,0.4793,0.8207,0.8205,167.02,167.74,True,False,False,False,True
2.71,True,True,0.1178,0.0902,0.0838,0.5032,0.5344,0.4792,0.8208,0.8206,166.99,167.61,True,False,False,False,True
2.744,True,True,0.1148,0.09,0.0836,0.503,0.5344,0.479,0.8209,0.8206,167.12,167.5,True,False,False,False,True
2.777,True,True,0.1124,0.0899,0.0835,0.5029,0.5344,0.479,0.8213,0.8208,167.15,167.51,True,False,False,False,True
2.811,True,True,0.1097,0.09,0.0835,0.5028,0.5345,0.4786,0.8213,0.8209,167.18,167.51,True,False,False,False,True
2.844,True,True,0.1141,0.0903,0.0836,0.5028,0.5346,0.4786,0.8215,0.8209,167.23,167.52,True,False,False,False,True
2.877,True,True,0.1207,0.0903,0.084,0.5028,0.5346,0.4786,0.8218,0.821,167.31,167.41,True,False,False,False,True
2.911,True,True,0.1229,0.0906,0.0843,0.5027,0.534,0.4781,0.8218,0.8209,167.3,167.34,True,False,False,False,True
2.944,True,True,0.1357,0.0902,0.0845,0.5027,0.534,0.4778,0.8218,0.8209,167.11,167.24,True,False,False,False,True
2.978,True,True,0.1684,0.0907,0.0843,0.5027,0.534,0.4778,0.8219,0.8207,166.97,167.47,True,False,False,False,True
3.011,True,True,0.1405,0.0905,0.0843,0.5027,0.5337,0.478,0.8218,0.8205,167.32,167.41,True,False,False,False,True
3.044,True,True,0.137,0.0909,0.0839,0.5027,0.5338,0.4782,0.8219,0.8204,167.17,167.58,True,False,False,False,True
3.078,True,True,0.127,0.0907,0.0838,0.5027,0.5337,0.4784,0.8218,0.8204,167.32,167.6,True,False,False,False,True
3.111,True,True,0.1196,0.0906,0.0834,0.5026,0.5338,0.4785,0.8215,0.8203,167.41,167.69,True,False,False,False,True
3.145,True,True,0.1082,0.0906,0.0834,0.5026,0.5338,0.4785,0.8214,0.8203,167.41,167.67,True,False,False,False,True
3.178,True,True,0.0913,0.0905,0.0832,0.5024,0.5339,0.4785,0.8212,0.8203,167.46,167.78,True,False,False,False,True
3.211,True,True,0.0911,0.0905,0.0832,0.5024,0.534,0.4794,0.8214,0.8206,167.5,167.79,True,False,False,False,True
3.245,True,True,0.1084,0.0907,0.0833,0.5023,0.534,0.4795,0.8214,0.8207,167.57,167.79,True,False,False,False,True
3.278,True,True,0.1051,0.0906,0.0833,0.5022,0.534,0.4794,0.8214,0.8212,167.67,167.59,True,False,False,False,True
3.312,True,True,0.1093,0.0909,0.0836,0.5023,0.534,0.4794,0.8217,0.8212,167.39,167.57,True,False,False,False,True
3.345,True,True,0.108,0.0908,0.0837,0.5023,0.5341,0.4785,0.822,0.8212,167.2,167.46,True,False,False,False,True
3.378,True,True,0.1033,0.0909,0.0837,0.5024,0.5342,0.4784,0.8223,0.8212,166.92,167.47,True,False,False,False,True
3.412,True,True,0.0975,0.0907,0.0838,0.5022,0.5343,0.4781,0.8223,0.8214,166.97,167.32,True,False,False,False,True
3.445,True,True,0.1151,0.0907,0.0839,0.5023,0.5349,0.4789,0.8223,0.8211,166.86,167.36,True,False,False,False,True
3.479,True,True,0.1171,0.0909,0.084,0.5024,0.535,0.4789,0.8223,0.8211,166.65,167.54,True,False,False,False,True
3.512,True,True,0.1404,0.0904,0.084,0.5024,0.535,0.4789,0.8223,0.8206,166.68,167.53,True,False,False,False,True
3.545,True,True,0.1258,0.0908,0.084,0.5024,0.535,0.4789,0.822,0.8205,166.57,167.78,True,False,False,False,True
3.579,True,True,0.133,0.0906,0.0845,0.5024,0.5347,0.479,0.8216,0.8205,166.46,167.9,True,False,False,False,True
3.612,True,True,0.1453,0.0905,0.0848,0.5024,0.5346,0.4791,0.8215,0.8204,166.27,167.97,True,False,False,False,True
3.646,True,True,0.1319,0.0903,0.0848,0.5024,0.5345,0.4786,0.8215,0.8201,166.32,167.92,True,False,False,False,True
3.679,True,True,0.1294,0.0905,0.0854,0.5024,0.5336,0.4774,0.821,0.8197,166.47,167.65,True,False,False,False,True
3.712,True,True,0.1661,0.0906,0.0853,0.5021,0.5332,0.4774,0.821,0.8199,166.43,167.6,True,False,False,False,True
3.746,True,True,0.1798,0.0908,0.0854,0.502,0.5329,0.4765,0.8211,0.8197,166.27,167.54,True,False,False,False,True
3.779,True,True,0.1568,0.0907,0.085,0.502,0.5321,0.4766,0.8209,0.8196,166.41,167.51,True,False,False,False,True
3.812,True,True,0.1407,0.0907,0.0846,0.5022,0.5321,0.4766,0.8202,0.8194,166.29,167.59,True,False,False,False,True
3.846,True,True,0.126,0.091,0.0836,0.5024,0.532,0.4761,0.8201,0.8189,166.27,168.08,True,False,False,False,True
3.879,True,True,0.1153,0.0909,0.0839,0.5027,0.5319,0.4746,0.8196,0.8189,166.24,168.09,True,False,False,False,True
3.913,True,True,0.0883,0.0908,0.0839,0.503,0.5318,0.4742,0.8197,0.8189,166.34,168.17,True,False,False,False,True
3.946,True,True,0.0597,0.0909,0.0836,0.5032,0.5319,0.4741,0.8197,0.8189,166.5,168.19,True,False,False,False,True
3.979,True,True,0.0791,0.091,0.0835,0.5037,0.5318,0.4745,0.8197,0.8188,166.43,168.56,True,False,False,False,True
4.013,True,True,0.0918,0.0907,0.0836,0.5042,0.5318,0.4745,0.8195,0.8185,166.4,168.75,True,False,False,False,True
4.046,True,True,0.101,0.0907,0.0834,0.5045,0.5318,0.4745,0.8195,0.8184,166.41,168.86,True,False,False,False,True
4.08,True,True,0.1103,0.0904,0.0834,0.5047,0.532,0.4745,0.8196,0.8186,166.44,168.7,True,False,False,False,True
4.113,True,True,0.1109,0.0908,0.0833,0.5047,0.532,0.4744,0.8192,0.8187,166.18,168.75,True,False,False,False,True
4.146,True,True,0.1364,0.0908,0.0835,0.5047,0.532,0.4743,0.8192,0.8184,166.21,168.8,True,False,False,False,True
4.18,True,True,0.1392,0.0908,0.0835,0.5048,0.5319,0.474,0.8192,0.8184,166.27,168.77,True,False,False,False,True
4.213,True,True,0.1505,0.0907,0.0834,0.5048,0.5318,0.474,0.8191,0.8181,166.27,168.63,True,False,False,False,True
4.247,True,True,0.1596,0.0908,0.0834,0.5048,0.5306,0.474,0.8189,0.8181,166.47,168.59,True,False,False,False,True
4.28,True,True,0.1541,0.0909,0.0835,0.5047,0.5303,0.4739,0.8188,0.8179,166.5,168.57,True,False,False,False,True
4.313,True,True,0.1537,0.0912,0.0831,0.5047,0.5296,0.4736,0.8187,0.818,166.29,168.59,True,False,False,False,True
4.347,True,True,0.1438,0.0911,0.083,0.5048,0.5296,0.4735,0.8186,0.8179,166.48,168.66,True,False,False,False,True
4.38,True,True,0.1439,0.0909,0.0829,0.5047,0.5296,0.4734,0.8186,0.8181,166.35,168.76,True,False,False,False,True
4.414,True,True,0.1529,0.0905,0.083,0.5046,0.5295,0.4729,0.8182,0.8181,166.52,168.63,True,False,False,False,True
4.447,True,True,0.1635,0.0901,0.0828,0.5046,0.5295,0.4728,0.8177,0.817,166.51,168.62,True,False,False,False,True
4.48,True,True,0.1361,0.09,0.0826,0.5045,0.5292,0.4728,0.8174,0.816,166.6,168.66,True,False,False,False,True
4.514,True,True,0.1428,0.0905,0.0823,0.5044,0.5294,0.4725,0.8169,0.8157,166.57,168.82,True,False,False,False,True
4.547,True,True,0.1443,0.0902,0.0831,0.5043,0.5288,0.4724,0.8164,0.8156,166.7,168.8,True,False,False,False,True
4.581,True,True,0.1477,0.0903,0.0834,0.5042,0.5287,0.4723,0.8165,0.8158,166.72,168.85,True,False,False,False,True
4.614,True,True,0.1326,0.0904,0.0835,0.5041,0.5286,0.4723,0.816,0.8152,166.81,168.84,True,False,False,False,True
4.647,True,True,0.1516,0.0901,0.0834,0.5038,0.5286,0.472,0.8161,0.8152,166.71,168.85,True,False,False,False,True
4.681,True,True,0.1701,0.0902,0.0834,0.5034,0.5286,0.4714,0.8161,0.8148,166.7,168.75,True,False,False,False,True
4.714,True,True,0.1659,0.0893,0.0841,0.503,0.5284,0.4715,0.8155,0.8151,166.81,168.42,True,False,False,False,True
4.748,True,True,0.1488,0.0897,0.0841,0.5027,0.5284,0.4717,0.8153,0.8151,166.76,168.61,True,False,False,False,True
4.781,True,True,0.1382,0.0897,0.0845,0.5024,0.5285,0.4719,0.8147,0.8151,166.77,168.48,True,False,False,False,True
4.814,True,True,0.144,0.0902,0.0841,0.5017,0.5285,0.4718,0.8148,0.8143,166.38,168.63,True,False,False,False,True
4.848,True,True,0.1351,0.0894,0.0841,0.5013,0.529,0.4716,0.815,0.8143,166.5,168.44,True,False,False,False,True
4.881,True,True,0.1215,0.0897,0.084,0.5005,0.5297,0.4722,0.815,0.8144,166.65,168.38,True,False,False,False,True
4.915,True,True,0.1095,0.0895,0.084,0.5003,0.5294,0.4725,0.8151,0.8144,166.86,168.36,True,False,False,False,True
4.948,True,True,0.0981,0.0897,0.0838,0.5001,0.5292,0.4726,0.815,0.8144,166.86,168.6,True,False,False,False,True
4.981,True,True,0.0957,0.0896,0.0839,0.4998,0.529,0.4726,0.815,0.8144,166.94,168.51,True,False,False,False,True
5.015,True,True,0.1058,0.0898,0.0836,0.4997,0.5291,0.4727,0.8149,0.8141,166.89,168.73,True,False,False,False,True
5.048,True,True,0.0887,0.09,0.0837,0.4997,0.53,0.4727,0.8151,0.8142,166.86,168.76,True,False,False,False,True
5.081,True,True,0.0963,0.0903,0.0837,0.4996,0.5302,0.4727,0.8155,0.8145,166.52,168.75,True,False,False,False,True
5.115,True,True,0.1091,0.0902,0.0837,0.4996,0.5306,0.4727,0.8155,0.8146,166.55,168.7,True,False,False,False,True
5.148,True,True,0.0943,0.0904,0.0839,0.4996,0.5313,0.4729,0.8156,0.8147,166.39,168.82,True,False,False,False,True
5.182,True,True,0.0958,0.0903,0.0838,0.4996,0.5313,0.4729,0.8159,0.8152,166.36,168.67,True,False,False,False,True
5.215,True,True,0.1208,0.0902,0.0839,0.4996,0.5313,0.4729,0.8161,0.8156,166.56,168.66,True,False,False,False,True
5.248,True,True,0.1194,0.0907,0.0837,0.4995,0.5313,0.4733,0.8161,0.8154,166.35,168.7,True,False,False,False,True
5.282,True,True,0.138,0.0905,0.0836,0.4993,0.531,0.4734,0.8162,0.8154,166.4,168.63,True,False,False,False,True
5.315,True,True,0.1078,0.0908,0.0834,0.4992,0.53,0.4735,0.8159,0.8154,166.31,168.82,True,False,False,False,True
5.349,True,True,0.1118,0.0902,0.0835,0.4987,0.53,0.473,0.8159,0.8154,166.35,168.72,True,False,False,False,True
5.382,True,True,0.1287,0.0899,0.0839,0.498,0.53,0.4728,0.8159,0.8154,166.01,168.83,True,False,False,False,True
5.415,True,True,0.1131,0.0894,0.0839,0.4978,0.5299,0.4724,0.8158,0.8154,166.37,168.66,True,False,False,False,True
5.449,True,True,0.1112,0.0896,0.0843,0.4973,0.5296,0.4726,0.8158,0.8142,166.41,168.64,True,False,False,False,True
5.482,True,True,0.1023,0.0895,0.0843,0.4971,0.5283,0.4724,0.8156,0.8134,166.15,168.59,True,False,False,False,True
5.516,True,True,0.1066,0.0894,0.0842,0.497,0.5283,0.4721,0.8154,0.8132,166.16,168.36,True,False,False,False,True
5.549,True,True,0.0886,0.0898,0.0843,0.4964,0.5283,0.4717,0.8154,0.8132,165.96,168.02,True,False,False,False,True
5.582,True,True,0.1122,0.0894,0.0844,0.4961,0.5282,0.4716,0.8136,0.8132,165.79,168.05,True,False,False,False,True
5.616,True,True,0.1265,0.0899,0.0844,0.4961,0.5282,0.4714,0.8135,0.8132,165.99,167.93,True,False,False,False,True
5.649,True,True,0.1282,0.09,0.0845,0.4958,0.5281,0.4713,0.8135,0.8124,165.99,167.95,True,False,False,False,True
5.683,True,True,0.1311,0.0895,0.0844,0.4958,0.5281,0.4711,0.8122,0.812,165.94,167.79,True,False,False,False,True
5.716,True,True,0.1043,0.0902,0.0842,0.4958,0.5282,0.4714,0.8122,0.8109,165.74,167.95,True,False,False,False,True
5.749,True,True,0.1271,0.0901,0.0839,0.4958,0.5282,0.4714,0.812,0.8109,165.85,167.96,True,False,False,False,True
5.783,True,True,0.1172,0.09,0.0839,0.4959,0.5282,0.4715,0.812,0.8106,165.89,167.73,True,False,False,False,True
5.816,True,True,0.1185,0.0901,0.0846,0.4961,0.5284,0.472,0.812,0.8103,165.68,167.98,True,False,False,False,True
5.85,True,True,0.1138,0.0901,0.0844,0.4961,0.5289,0.472,0.812,0.8103,165.75,168.4,True,False,False,False,True
5.883,True,True,0.1226,0.09,0.0846,0.4961,0.5289,0.4721,0.8123,0.8105,165.95,168.19,True,False,False,False,True
5.916,True,True,0.1312,0.0898,0.0848,0.496,0.5294,0.4727,0.8124,0.8105,165.86,168.17,True,False,False,False,True
5.95,True,True,0.1329,0.0899,0.0847,0.496,0.5294,0.4727,0.8122,0.8109,165.86,168.15,True,False,False,False,True
5.983,True,True,0.1476,0.0903,0.0847,0.496,0.5294,0.4728,0.8117,0.8105,165.94,168.13,True,False,False,False,True
6.017,True,True,0.1328,0.0902,0.0845,0.4961,0.5294,0.473,0.8116,0.8102,165.96,168.1,True,False,False,False,True
6.05,True,True,0.1195,0.0901,0.0832,0.496,0.529,0.473,0.8109,0.8096,166.22,168.2,True,False,False,False,True
6.083,True,True,0.121,0.0903,0.0831,0.496,0.5287,0.473,0.8094,0.8094,166.3,168.39,True,False,False,False,True
6.117,True,True,0.1173,0.0905,0.0832,0.4957,0.5286,0.4728,0.8093,0.8089,166.43,168.41,True,False,False,False,True
6.15,True,True,0.1256,0.0902,0.0836,0.495,0.5286,0.4728,0.8094,0.8089,166.07,168.37,True,False,False,False,True
6.184,True,True,0.1233,0.0904,0.0837,0.4948,0.5286,0.4722,0.8095,0.8084,166.29,168.24,True,False,False,False,True
6.217,True,True,0.1268,0.0896,0.0841,0.4943,0.5286,0.4722,0.8095,0.8079,166.1,168.3,True,False,False,False,True
6.25,True,True,0.0948,0.0896,0.0842,0.4933,0.5284,0.4716,0.8097,0.8077,166.21,167.59,True,False,False,False,True
6.284,True,True,0.1123,0.0894,0.0848,0.4928,0.5285,0.4714,0.8098,0.8076,166.22,167.48,True,False,False,False,True
6.317,True,True,0.1343,0.0897,0.0847,0.4925,0.5285,0.472,0.8089,0.8076,166.17,167.6,True,False,False,False,True
6.35,True,True,0.1457,0.0905,0.085,0.4926,0.5282,0.472,0.8088,0.8077,166.21,167.67,True,False,False,False,True
6.384,True,True,0.1379,0.09,0.0851,0.4918,0.5281,0.472,0.8087,0.8077,166.28,167.56,True,False,False,False,True
6.417,True,True,0.126,0.0902,0.0851,0.4918,0.5281,0.4721,0.8082,0.8069,166.29,167.55,True,False,False,False,True
6.451,True,True,0.121,0.0905,0.0851,0.4917,0.5276,0.472,0.808,0.807,166.36,167.5,True,False,False,False,True
6.484,True,True,0.1241,0.09,0.0853,0.4914,0.528,0.4722,0.8087,0.807,166.31,167.44,True,False,False,False,True
6.517,True,True,0.1061,0.0901,0.0848,0.4915,0.5282,0.4725,0.8087,0.8073,166.3,167.51,True,False,False,False,True
6.551,True,True,0.1122,0.0902,0.0843,0.4912,0.5282,0.4724,0.8087,0.8076,166.36,167.4,True,False,False,False,True
6.584,True,True,0.1003,0.0908,0.0843,0.4911,0.5283,0.473,0.8085,0.8077,166.44,167.35,True,False,False,False,True
6.618,True,True,0.1316,0.0907,0.0843,0.491,0.5281,0.4728,0.8085,0.8078,166.2,167.36,True,False,False,False,True
6.651,True,True,0.1334,0.0912,0.085,0.4911,0.5282,0.4729,0.808,0.8078,166.05,167.46,True,False,False,False,True
6.684,True,True,0.1472,0.0913,0.0852,0.4913,0.5277,0.4725,0.8078,0.808,166.09,167.3,True,False,False,False,True
6.718,True,True,0.1376,0.0913,0.0855,0.4913,0.5275,0.472,0.8067,0.808,166.12,167.2,True,False,False,False,True
6.751,True,True,0.1357,0.0916,0.0856,0.4914,0.5276,0.472,0.8071,0.8081,166.16,167.26,True,False,False,False,True
6.785,True,True,0.1404,0.0915,0.0853,0.4916,0.5275,0.472,0.8078,0.8081,166.45,167.41,True,False,False,False,True
6.818,True,True,0.1374,0.0908,0.0853,0.4915,0.5275,0.472,0.8078,0.8081,166.57,167.43,True,False,False,False,True
6.851,True,True,0.1408,0.0908,0.085,0.4913,0.5275,0.472,0.8076,0.8081,166.51,167.41,True,False,False,False,True
6.885,True,True,0.1527,0.0909,0.0849,0.4912,0.5277,0.4718,0.8076,0.8081,166.48,167.29,True,False,False,False,True
6.918,True,True,0.1604,0.0912,0.0848,0.4911,0.528,0.4719,0.8073,0.8076,166.25,167.32,True,False,False,False,True
6.952,True,True,0.1758,0.0909,0.0856,0.4911,0.5293,0.4726,0.8073,0.8074,165.95,167.51,True,False,False,False,True
