stance,surface,error_type,start_s,duration_s
DOUBLE_LEG,FIRM,EYES_OPEN,0.006,11.922
DOUBLE_LEG,FIRM,FOOT_LIFT,1.575,0.568
DOUBLE_LEG,FIRM,FOOT_LIFT,2.21,17.766
DOUBLE_LEG,FIRM,EYES_OPEN,11.961,1.336
DOUBLE_LEG,FIRM,EYES_OPEN,13.63,1.67
DOUBLE_LEG,FIRM,EYES_OPEN,15.334,3.006
DOUBLE_LEG,FIRM,EYES_OPEN,19.04,0.234
