stance,surface,error_type,start_s,duration_s
DOUBLE_LEG,FIRM,EYES_OPEN,2.172,1.103
DOUBLE_LEG,FIRM,EYES_OPEN,11.345,0.931
DOUBLE_LEG,FIRM,EYES_OPEN,12.448,0.552
DOUBLE_LEG,FIRM,EYES_OPEN,18.241,1.69
